date,Q,P,PET,T
1990-09-12,0,0,7.37,20.42
1990-09-13,0,0,6.99,19.13
1990-09-14,0,0,7.08,20.37
1990-09-15,0,0,7.55,20.99
1990-09-16,0,0,8.28,19.82
1990-09-17,0,0,6.85,16.96
1990-09-18,0,0,8.68,12.67
1990-09-19,0,0,9.99,15.45
1990-09-20,0,0,8.89,18.71
1990-09-21,0,0.01,8.17,20.02
1990-09-22,0,0.01,8.5,20.94
1990-09-23,0,0,8.12,20.82
1990-09-24,0,0,8.34,20.87
1990-09-25,0,0,10.44,20.91
1990-09-26,0,0,9.03,20.76
1990-09-27,0,0,8.1,20.2
1990-09-28,0,0,7.95,21.37
1990-09-29,0,0,8.97,22.35
1990-09-30,0,0,8.33,22.78
1990-10-01,0,0,9.09,24.22
1990-10-02,0,0.19,8.74,23.43
1990-10-03,0,0,9.18,24.27
1990-10-04,0,0,10.22,24.38
1990-10-05,0,0,9.37,22.07
1990-10-06,0,0.1,8.89,19.75
1990-10-07,0,0.02,8.35,18.08
1990-10-08,0,0,8.7,19.01
1990-10-09,0,0.05,8.49,21.13
1990-10-10,0,0.51,8.06,20.82
1990-10-11,0,0,8.93,20.3
1990-10-12,0,0,8.6,21.33
1990-10-13,0,0.79,6.94,21.38
1990-10-14,0,0.5,8.23,21.2
1990-10-15,0,0,8.21,21.23
1990-10-16,0,0.03,8.88,21.76
1990-10-17,0,0,8.84,21.13
1990-10-18,0,0,9.75,20.14
1990-10-19,0,0,8.71,19.19
1990-10-20,0,0,8.7,19.74
1990-10-21,0,0,8.23,19.6
1990-10-22,0,0,8.9,21.23
1990-10-23,0,0,8.58,21.41
1990-10-24,0,0,9.35,21.84
1990-10-25,0,0.15,8.23,23.1
1990-10-26,0,1.93,8.51,24.19
1990-10-27,0,1.27,10.76,25.41
1990-10-28,0,2.54,8.56,23.59
1990-10-29,0,0.02,9.08,22.06
1990-10-30,0,0,8.41,21.96
1990-10-31,0,0,8.73,22.6
1990-11-01,0,0.16,8.28,22.89
1990-11-02,0,0.02,9.18,24.04
1990-11-03,0,0.05,9.47,25.24
1990-11-04,0,0.16,10.53,26.61
1990-11-05,0,0,11.78,26.56
1990-11-06,0,0,11.41,26.17
1990-11-07,0,0.01,9.59,25.22
1990-11-08,0,0.1,8.95,23.84
1990-11-09,0,0.12,8.97,24.29
1990-11-10,0,0.94,9.01,25.34
1990-11-11,0,0.49,7.14,23.58
1990-11-12,0,0.15,8.5,23.62
1990-11-13,0,0,9.95,22.77
1990-11-14,0,0,9.17,21.29
1990-11-15,0,0,9.63,21.71
1990-11-16,0,0,10.69,23.4
1990-11-17,0,0.01,8.2,23.12
1990-11-18,0,0.15,7.38,23.19
1990-11-19,0,0.9,10.1,24.06
1990-11-20,0,0,10.19,24.03
1990-11-21,0,0.01,11.88,25.63
1990-11-22,0,0,11.8,24.8
1990-11-23,0,0,9.65,21.15
1990-11-24,0,0,9.88,20.24
1990-11-25,0,0,9.02,21.03
1990-11-26,0,0,9.15,22.67
1990-11-27,0,0,10.21,23.86
1990-11-28,0,0.45,8.91,24.09
1990-11-29,0,0.59,8.62,23.32
1990-11-30,0,6.73,5.27,18.66
1990-12-01,0,3.52,9.54,17.78
1990-12-02,0,0.01,9.47,18.91
1990-12-03,0,0.26,8.51,20.19
1990-12-04,0,0.01,8.45,22.55
1990-12-05,0,0.12,8.26,23.04
1990-12-06,0,0.03,8.6,23.78
1990-12-07,0,0.03,10.38,24.25
1990-12-08,0,0,9.3,23.63
1990-12-09,0,0.57,9.87,24.61
1990-12-10,0,2.69,7.53,24.05
1990-12-11,0,14.59,7.79,22.08
1990-12-12,0,3.02,8.36,22.52
1990-12-13,0,0.19,7.21,21.8
1990-12-14,0,3.92,6.88,21.1
1990-12-15,0,0.04,9.64,21.7
1990-12-16,0,0,10.11,21.76
1990-12-17,0,0,9.43,22.19
1990-12-18,0,0,9.7,23.02
1990-12-19,0,0,10.33,24.35
1990-12-20,0,0.04,10.01,25.17
1990-12-21,0,0.14,9.33,25.73
1990-12-22,0,0.3,10.49,25.83
1990-12-23,0,0,9.96,24.97
1990-12-24,0,0,9.71,23.24
1990-12-25,0,0,10.47,23.4
1990-12-26,0,0,10.15,25
1990-12-27,0,0.36,8.77,25.26
1990-12-28,0,0.74,9.17,24.36
1990-12-29,0,0.16,9.61,24.52
1990-12-30,0,0,10.73,24.78
1990-12-31,0,1.1,9.7,24.29
1991-01-01,0,0,10.74,24.92
1991-01-02,0,0,9.99,25.38
1991-01-03,0,0.03,9.36,25.36
1991-01-04,0,1,8.61,24.56
1991-01-05,0,5.56,8.32,23.38
1991-01-06,0,20.81,4.66,19.13
1991-01-07,0,0.11,9.16,18.67
1991-01-08,0,0,7.89,17.37
1991-01-09,0,0,9.99,19.28
1991-01-10,0,0,10.1,21.74
1991-01-11,0,0,9.91,23.3
1991-01-12,0,0,9.17,24.44
1991-01-13,0,0,9.43,25.85
1991-01-14,0,0.06,9.88,25.65
1991-01-15,0,0.09,8.59,24.92
1991-01-16,0,2.09,9.57,25.47
1991-01-17,0,15.77,7.06,22.96
1991-01-18,0,17.34,4.76,21
1991-01-19,0,20.38,3.46,19.35
1991-01-20,0,1.08,6.74,20.13
1991-01-21,0,16.88,4.94,19.79
1991-01-22,0,28.41,4.71,19.4
1991-01-23,0,33.18,4.53,18.37
1991-01-24,0,16.42,5.47,18.94
1991-01-25,0,18.93,4.58,18.69
1991-01-26,0,0.17,7.62,18.45
1991-01-27,0,0,8.47,18.65
1991-01-28,0,0,8.74,18.89
1991-01-29,0,0,8.46,19.74
1991-01-30,0,0,8.44,21.25
1991-01-31,0,1.64,6.55,21.44
1991-02-01,0,8.87,7.02,21.89
1991-02-02,0,20.83,4.93,20.25
1991-02-03,0,9.37,5.84,20.21
1991-02-04,0,4.02,6.48,20.54
1991-02-05,0,0.36,7.38,20.58
1991-02-06,0,0.37,6.13,20.92
1991-02-07,0,4.03,6.21,20.6
1991-02-08,0,0.36,7.1,21
1991-02-09,0,4.29,7.52,21.45
1991-02-10,0,0.3,7.28,20.76
1991-02-11,0,2.72,7.37,20.56
1991-02-12,0,2.34,5.39,20.15
1991-02-13,0,12.28,4.95,19.67
1991-02-14,0,27.67,3.83,18.93
1991-02-15,0,3.54,5.08,19.11
1991-02-16,0,1.16,6.24,17.96
1991-02-17,0,0,7.52,15.75
1991-02-18,0,0,7.49,17.73
1991-02-19,0,0.01,6.59,19.2
1991-02-20,0,0,6.5,20.46
1991-02-21,0,0,6.66,20.91
1991-02-22,0,0,7.63,21.62
1991-02-23,0,0,8.39,22.9
1991-02-24,0,0,7.63,23.96
1991-02-25,0,0.03,7.38,24.43
1991-02-26,0,0.4,6.79,24.19
1991-02-27,0,0.17,8.18,25.12
1991-02-28,0,0.27,7.47,24.55
1991-03-01,0,2.83,7.55,22.74
1991-03-02,0,5.58,6.81,21.34
1991-03-03,0,0,8.28,21.55
1991-03-04,0,4.62,7.42,20.48
1991-03-05,0,9.08,5.24,20.85
1991-03-06,0,6.61,6.89,21.33
1991-03-07,0,6.02,6.85,21.03
1991-03-08,0,3.66,5.49,20.89
1991-03-09,0,0.37,5.47,22.15
1991-03-10,0,3.88,4.78,21.02
1991-03-11,0,0.18,5.33,21.27
1991-03-12,0,0.4,6.86,21.47
1991-03-13,0,2.68,6.47,21.23
1991-03-14,0,0.04,7.1,22.54
1991-03-15,0,0.14,7.41,22.2
1991-03-16,0,0,8.66,20.97
1991-03-17,0,0,8.75,19.77
1991-03-18,0,0,8.29,20.42
1991-03-19,0,0,7.95,20.19
1991-03-20,0,0,8.2,20.36
1991-03-21,0,0,8.02,20.86
1991-03-22,0,0,8.15,22.46
1991-03-23,0,0.93,7.03,22.42
1991-03-24,0,1.55,6.89,21.98
1991-03-25,0,0.02,7.68,22.71
1991-03-26,0,0,8.48,22.45
1991-03-27,0,0,7.78,22.1
1991-03-28,0,0.04,7.49,21.59
1991-03-29,0,0.1,7.73,21.74
1991-03-30,0,0.13,7.79,22.04
1991-03-31,0,0.01,8.13,21.48
1991-04-01,0,0,7.1,21.34
1991-04-02,0,0,7.92,22.18
1991-04-03,0,0.01,8.22,22.45
1991-04-04,0,0,7.8,22.52
1991-04-05,0,0,7.45,21.59
1991-04-06,0,0,8.66,21.43
1991-04-07,0,0,10.69,19.27
1991-04-08,0,0,9.35,19.91
1991-04-09,0,0,7.61,19.78
1991-04-10,0,0,7.39,19.91
1991-04-11,0,0,7.26,20.04
1991-04-12,0,0,7.86,20.27
1991-04-13,0,0,7.75,20.44
1991-04-14,0,0,7.36,20.35
1991-04-15,0,0,7.28,20.87
1991-04-16,0,0,7.64,20.86
1991-04-17,0,0,7.72,20.89
1991-04-18,0,0,8.01,20.71
1991-04-19,0,0,8.28,20.04
1991-04-20,0,0,8.29,19.39
1991-04-21,0,3.12,7.2,18.71
1991-04-22,0,4.28,5.25,17.75
1991-04-23,0,1.11,5.55,18.14
1991-04-24,0,0,6.39,19.2
1991-04-25,0,0,6.4,20.82
1991-04-26,0,0,6.66,20.55
1991-04-27,0,0.01,5.95,20.35
1991-04-28,0,0,5.78,20.64
1991-04-29,0,0,7,20.97
1991-04-30,0,0,7.3,20.76
1991-05-01,0,0,7.15,20.53
1991-05-02,0,0.25,6.34,20.16
1991-05-03,0,0,7.01,19.86
1991-05-04,0,0,6.46,19.39
1991-05-05,0,0,7.15,19.27
1991-05-06,0,0,7.28,19.11
1991-05-07,0,0,7.45,19.21
1991-05-08,0,0,7.72,18.29
1991-05-09,0,0,7.49,18.18
1991-05-10,0,0,5.59,18.16
1991-05-11,0,0,6.52,17.83
1991-05-12,0,0,6.94,16.97
1991-05-13,0,0,6.32,15.52
1991-05-14,0,0,6.22,15.59
1991-05-15,0,0,5.61,15.43
1991-05-16,0,0,6.28,15.98
1991-05-17,0,0,6.97,16.72
1991-05-18,0,0,7.19,17.41
1991-05-19,0,0,6.42,16.66
1991-05-20,0,0,5.53,16.56
1991-05-21,0,0,4.87,17.31
1991-05-22,0,0,5.04,17.57
1991-05-23,0,0,5.1,17.41
1991-05-24,0,0,4.92,17.23
1991-05-25,0,0,5.11,16.66
1991-05-26,0,0,5.47,17.04
1991-05-27,0,0,4.49,17.23
1991-05-28,0,0,5.59,16.79
1991-05-29,0,0,5.32,16.24
1991-05-30,0,0,5.81,15.78
1991-05-31,0,0,4.59,15.31
1991-06-01,0,0,5.3,15.98
1991-06-02,0,0,5.17,16.03
1991-06-03,0,0,5.71,14.83
1991-06-04,0,0,5.45,13.28
1991-06-05,0,0,5.79,13.34
1991-06-06,0,0,4.38,12.86
1991-06-07,0,0,3.83,11.04
1991-06-08,0,0,4.48,7.1
1991-06-09,0,0,4.51,6.74
1991-06-10,0,0,6.15,10.06
1991-06-11,0,0,5.62,12.37
1991-06-12,0,0,5.71,13.87
1991-06-13,0,0,5.21,14.07
1991-06-14,0,0,4.12,12.96
1991-06-15,0,0,5.16,13.56
1991-06-16,0,0,5.46,12.25
1991-06-17,0,0,3.25,6.98
1991-06-18,0,0,3.66,7.33
1991-06-19,0,0,4.42,9.95
1991-06-20,0,0,5.05,11.95
1991-06-21,0,0,4.86,13.64
1991-06-22,0,0,4.55,13.27
1991-06-23,0,0,3.72,13.22
1991-06-24,0,0,4.31,14.37
1991-06-25,0,0,3.78,14.34
1991-06-26,0,0,4.34,14.8
1991-06-27,0,0,3.96,14.73
1991-06-28,0,0,4.6,16.16
1991-06-29,0,0,4.31,17.03
1991-06-30,0,0,4.2,16.37
1991-07-01,0,0,5.46,16.14
1991-07-02,0,0,7.37,17.77
1991-07-03,0,0.22,6.4,15.64
1991-07-04,0,0.25,4.04,9.87
1991-07-05,0,0,3.73,7.89
1991-07-06,0,0,3.91,8.04
1991-07-07,0,0,5.33,10.22
1991-07-08,0,0,5.68,11.5
1991-07-09,0,0,5.12,12.61
1991-07-10,0,0,4.45,13.18
1991-07-11,0,0,4.18,12.56
1991-07-12,0,0,4.48,10.65
1991-07-13,0,1.93,6.4,11.07
1991-07-14,0,0.04,7.38,14.32
1991-07-15,0,0,5.93,13.53
1991-07-16,0,0,7.73,13.19
1991-07-17,0,0,8.07,13.56
1991-07-18,0,0,6.96,12.25
1991-07-19,0,0,6.31,12.16
1991-07-20,0,0,5.62,12.88
1991-07-21,0,0,4.99,13.15
1991-07-22,0,0,4.24,12.85
1991-07-23,0,0,4.22,12.64
1991-07-24,0,0,4.46,14.74
1991-07-25,0,0,5,13.08
1991-07-26,0,0,4.17,10.47
1991-07-27,0,0,5.68,11.03
1991-07-28,0,0,5.84,13.57
1991-07-29,0,0,6.43,14.98
1991-07-30,0,0,6.3,15.65
1991-07-31,0,0,5.22,15.58
1991-08-01,0,0,4.99,16.23
1991-08-02,0,0,4.58,13.54
1991-08-03,0,0,4.54,14.28
1991-08-04,0,0,5.68,14.72
1991-08-05,0,0,6.35,16.91
1991-08-06,0,0,5.1,15.88
1991-08-07,0,0,4.94,15.5
1991-08-08,0,0,6.6,16.13
1991-08-09,0,0,6.13,16.28
1991-08-10,0,0,5.75,16.43
1991-08-11,0,0,7.22,17.16
1991-08-12,0,0,8.79,17.62
1991-08-13,0,0,7.25,16.46
1991-08-14,0,0,6.29,16.33
1991-08-15,0,0,5.44,15.24
1991-08-16,0,0,5.07,15.09
1991-08-17,0,0,5.49,15.45
1991-08-18,0,0,5.61,13.58
1991-08-19,0,0,5.68,11.47
1991-08-20,0,0,5.21,13.2
1991-08-21,0,0,5.35,15.5
1991-08-22,0,0,5.82,18.64
1991-08-23,0,0,5.9,20.25
1991-08-24,0,0,6.48,20.23
1991-08-25,0,0,7.79,19.48
1991-08-26,0,0,7.54,20.41
1991-08-27,0,0,7.5,20.66
1991-08-28,0,0,6.82,19.13
1991-08-29,0,0,5.83,17.09
1991-08-30,0,0,7.06,16.31
1991-08-31,0,0,6.49,16.43
1991-09-01,0,0,8.34,18.34
1991-09-02,0,0,7.34,20.55
1991-09-03,0,0,7.45,19.92
1991-09-04,0,0,7.12,19.52
1991-09-05,0,0,6.09,18.06
1991-09-06,0,0,6.97,18.46
1991-09-07,0,0,7.14,16.97
1991-09-08,0,0,5.96,14.23
1991-09-09,0,0,5.75,15.82
1991-09-10,0,0,8.01,17.95
1991-09-11,0,0,7.23,20.26
1991-09-12,0,0,7.02,21.05
1991-09-13,0,0,7.99,18.85
1991-09-14,0,0,8.39,19.86
1991-09-15,0,0,7.43,18.68
1991-09-16,0,0,7.85,18.88
1991-09-17,0,0,8.81,21.64
1991-09-18,0,0,6.98,20.8
1991-09-19,0,0.16,4.98,18.05
1991-09-20,0,0.98,5.6,18.3
1991-09-21,0,0.92,9.21,21.79
1991-09-22,0,2.88,6.87,21.06
1991-09-23,0,2.3,6.09,19.53
1991-09-24,0,4.7,4.52,18.03
1991-09-25,0,7.74,4.61,16.8
1991-09-26,0,6.36,4.27,16.54
1991-09-27,0,0,6.45,16.4
1991-09-28,0,0,6.15,15.39
1991-09-29,0,0,7.03,17.48
1991-09-30,0,0.08,8.24,20.13
1991-10-01,0,0.19,7.44,21.15
1991-10-02,0,0,7.8,21.73
1991-10-03,0,0.01,8.42,22.01
1991-10-04,0,0.22,7,21.48
1991-10-05,0,0.02,9.26,22.87
1991-10-06,0,0,9.05,23.89
1991-10-07,0,0.01,8.8,23.3
1991-10-08,0,0,8.59,19.23
1991-10-09,0,0,7.99,18.72
1991-10-10,0,0,7.84,20.59
1991-10-11,0,0,8.23,20.77
1991-10-12,0,0,8.34,20.82
1991-10-13,0,0.01,7.61,19.37
1991-10-14,0,0,7.71,16.37
1991-10-15,0,0,8.78,17.9
1991-10-16,0,0,9.94,20.16
1991-10-17,0,0,8.89,20.46
1991-10-18,0,0,7.95,19.5
1991-10-19,0,0,8.25,17.33
1991-10-20,0,0,7.49,11.9
1991-10-21,0,0,7.13,12.82
1991-10-22,0,0,8.65,18.89
1991-10-23,0,0,8.55,20.86
1991-10-24,0,0,9.31,21.81
1991-10-25,0,0,8.28,23.03
1991-10-26,0,0.32,7.15,22.99
1991-10-27,0,5.3,7.77,21
1991-10-28,0,2.35,6.29,20.1
1991-10-29,0,0.39,7.33,20.79
1991-10-30,0,0.69,7.42,20.29
1991-10-31,0,0.02,7.98,21.11
1991-11-01,0,0.49,6.68,21.04
1991-11-02,0,0.2,7.48,22.12
1991-11-03,0,0.65,7.63,22.83
1991-11-04,0,2.39,7.93,22.53
1991-11-05,0,20.35,5.92,20.05
1991-11-06,0,23.59,5.1,18.35
1991-11-07,0,6.51,4.45,17.92
1991-11-08,0,1.99,5.67,18.74
1991-11-09,0,3.27,6.5,19.01
1991-11-10,0,1.71,6.64,19.59
1991-11-11,0,1.24,6.78,20.08
1991-11-12,0,2.18,6.67,19.94
1991-11-13,0,0.08,7.84,19.52
1991-11-14,0,0.86,7.26,18.69
1991-11-15,0,0,9.26,20.35
1991-11-16,0,0,9.23,21.84
1991-11-17,0,0,9.37,23.01
1991-11-18,0,0,9.76,22.72
1991-11-19,0,0,9.19,21.78
1991-11-20,0,0,9.38,20.89
1991-11-21,0,0,13.78,20.63
1991-11-22,0,0,13.4,21.9
1991-11-23,0,0,10.96,22.78
1991-11-24,0,0,10.8,23.39
1991-11-25,0,0.05,10.26,23.68
1991-11-26,0,0,9.43,23.76
1991-11-27,0,0.21,9.44,23.64
1991-11-28,0,0.47,11.25,25.42
1991-11-29,0,1.94,8.24,24.41
1991-11-30,0,2.77,7.21,22.48
1991-12-01,0,2.68,6.36,20.1
1991-12-02,0,4.84,4.57,19.45
1991-12-03,0,7.79,5.67,18.89
1991-12-04,0,9.46,5.16,18.62
1991-12-05,0,16.9,5.15,18.75
1991-12-06,0,12.23,4.66,18.14
1991-12-07,0,0.01,7.64,18.19
1991-12-08,0,0,7.85,19.44
1991-12-09,0,0,8.64,20.97
1991-12-10,0,0,9.71,22.08
1991-12-11,0,0,9.57,22.45
1991-12-12,0,0,8.39,23.51
1991-12-13,0,0.86,8.39,23.49
1991-12-14,0,0.08,8.94,22.61
1991-12-15,0,0,8.71,23.36
1991-12-16,0,0.26,7.42,23.1
1991-12-17,0,0.83,7.45,22.88
1991-12-18,0,0.4,9.01,23.12
1991-12-19,0,0.55,8.74,22.83
1991-12-20,0,21.63,6.69,20.77
1991-12-21,0,3.96,8.79,21.26
1991-12-22,0,0.19,8.46,20.99
1991-12-23,0,0.04,7.98,20.87
1991-12-24,0,7.21,7.44,19.37
1991-12-25,0,8.88,6.32,19.22
1991-12-26,0,0.72,7.72,19.99
1991-12-27,0,0.22,7.29,19.89
1991-12-28,0,1.87,7.73,20.62
1991-12-29,0,6.51,7.09,20.16
1991-12-30,0,0.26,8.13,20.26
1991-12-31,0,0,8.37,21.7
1992-01-01,0,6.54,7.94,21.88
1992-01-02,0,7.51,6.35,20.92
1992-01-03,0,9.51,6.04,20.45
1992-01-04,0,11.22,6.05,19.66
1992-01-05,0,8.69,5.68,19.37
1992-01-06,0,0.34,6.38,20.58
1992-01-07,0,0.85,7.81,22.31
1992-01-08,0,1.91,7.88,23.57
1992-01-09,0,3.02,6.29,22.63
1992-01-10,0,0.53,8.24,23.74
1992-01-11,0,2.4,7.75,24.13
1992-01-12,0,0.01,9.23,24.09
1992-01-13,0,0.34,8.08,22.72
1992-01-14,0,0.22,8.11,23.87
1992-01-15,0,0.01,9.34,25
1992-01-16,0,0.03,9.66,25.94
1992-01-17,0,9.89,7.9,23.93
1992-01-18,0,1.88,8.35,23.49
1992-01-19,0,0.48,8.53,23.15
1992-01-20,0,0.46,6.94,21.89
1992-01-21,0,0.06,8.08,22.2
1992-01-22,0,4.49,6.78,22.32
1992-01-23,0,0,9.18,24.1
1992-01-24,0,0,9.52,25.23
1992-01-25,0,0.18,9.67,26.65
1992-01-26,0,0.06,10.24,27.03
1992-01-27,0,0.01,10.35,27.74
1992-01-28,0,0.6,10.42,26.7
1992-01-29,0,3.14,8.91,25.07
1992-01-30,0,0.48,9.46,25.78
1992-01-31,0,0.22,10.33,26.12
1992-02-01,0,0,9.86,24.25
1992-02-02,0,0,10.16,24.16
1992-02-03,0,2.2,9.26,25.18
1992-02-04,0,1.51,7.56,23.97
1992-02-05,0,4.48,7.28,22.96
1992-02-06,0,2.46,8.23,23.58
1992-02-07,0,12.43,6.11,21.55
1992-02-08,0,1.11,7.33,22.72
1992-02-09,0,1.51,8.72,23.52
1992-02-10,0,1.98,8.53,24.09
1992-02-11,0,3.61,7.75,23.16
1992-02-12,0,3.93,6.97,23.19
1992-02-13,0,0.81,7.78,22.96
1992-02-14,0,0.06,8.82,23.47
1992-02-15,0,1.77,8.28,23.85
1992-02-16,0,3.45,8.14,23.85
1992-02-17,0,1.52,7.85,23.72
1992-02-18,0,0.03,8.17,23.61
1992-02-19,0,0.1,7.75,24.04
1992-02-20,0,2,7.82,24.01
1992-02-21,0,0,8.7,25.5
1992-02-22,0,0,8.7,26.22
1992-02-23,0,0,10.17,25.25
1992-02-24,0,0,9.36,23.4
1992-02-25,0,0,9.11,23.36
1992-02-26,0,0,9.54,24.2
1992-02-27,0,0,9.06,22.65
1992-02-28,0,0,9.55,22.18
1992-02-29,0,0,8.59,22.18
1992-03-01,0,0,8.66,23.16
1992-03-02,0,0,9.99,24
1992-03-03,0,0,11.12,24.95
1992-03-04,0,0,9.45,24.1
1992-03-05,0,0,9.1,24.09
1992-03-06,0,0,10.34,26.08
1992-03-07,0.14,0,11.48,27.21
1992-03-08,0,0,11.59,27.88
1992-03-09,0,0,11.43,28.21
1992-03-10,0,0.3,11.6,28.12
1992-03-11,0,0.06,9.52,26.76
1992-03-12,0,1.6,8.36,24.65
1992-03-13,0,5,7.73,22.93
1992-03-14,0,1.95,7.11,22.41
1992-03-15,0,0.26,6.9,22.78
1992-03-16,0,1.92,6.51,23.62
1992-03-17,0,4.29,6.78,23.01
1992-03-18,0,1.35,7.03,22.31
1992-03-19,0,1.42,7.4,22.19
1992-03-20,0,0.87,6.55,21.97
1992-03-21,0,6.05,5.63,21.55
1992-03-22,0,8.25,5.43,21.64
1992-03-23,0,6.9,5.23,20.86
1992-03-24,0,12.46,5.56,20.04
1992-03-25,0,0.79,5.34,19.66
1992-03-26,0,2.7,5.78,19.72
1992-03-27,0,1.35,6.2,19.19
1992-03-28,0,0,7.37,18.85
1992-03-29,0,0,7.64,16.31
1992-03-30,0,0,6.41,15.03
1992-03-31,0,0,7.74,16.86
1992-04-01,0,0,7.16,19.66
1992-04-02,0,0,7.16,19.91
1992-04-03,0,0,7.51,20.87
1992-04-04,0,2.76,6.05,20.6
1992-04-05,0,1.25,5.92,20.23
1992-04-06,0,0.02,6.28,21.47
1992-04-07,0,0.05,6.46,22.23
1992-04-08,0,0,6.54,22.69
1992-04-09,0,0.03,6.98,22.47
1992-04-10,0,0,7.38,21.46
1992-04-11,0,0,7.57,20.66
1992-04-12,0,0,7.01,21.11
1992-04-13,0,0,7.99,21.84
1992-04-14,0,0,7.83,22.12
1992-04-15,0,0,7.09,20.95
1992-04-16,0,0,7.04,21.02
1992-04-17,0,0.14,6.72,21.91
1992-04-18,0,0.18,7.15,22.2
1992-04-19,0,0.08,7.5,22.26
1992-04-20,0,0.01,7.78,22.94
1992-04-21,0,0,7.99,22.98
1992-04-22,0,0.01,8.91,23.17
1992-04-23,0,0.01,7.45,21.79
1992-04-24,0,0,7.19,21.59
1992-04-25,0.02,0,7.57,21.37
1992-04-26,0,0,6.79,20.2
1992-04-27,0,0,6.12,17.27
1992-04-28,0,0,7.16,16.98
1992-04-29,0,0,6.86,18.97
1992-04-30,0,0,6.84,19.13
1992-05-01,0,0,6.65,19.89
1992-05-02,0,0,6.48,18.3
1992-05-03,0,0,5.67,15.91
1992-05-04,0,0,6.46,16.81
1992-05-05,0,0,6.4,18.32
1992-05-06,0,0,6.98,19.12
1992-05-07,0,0,5.75,19.8
1992-05-08,0,0,6.47,19.27
1992-05-09,0,0,6.36,19.35
1992-05-10,0,0,8.13,19.73
1992-05-11,0,0,7.92,18.44
1992-05-12,0,0,6.57,18.63
1992-05-13,0,0,6.72,18.63
1992-05-14,0,0,5.81,18.03
1992-05-15,0,0,5.45,18.09
1992-05-16,0,0,5.71,17.75
1992-05-17,0,0,5.25,17.83
1992-05-18,0,0,5.37,17.42
1992-05-19,0,0,6.05,17.15
1992-05-20,0,0,6.06,17.39
1992-05-21,0,0,5.61,17.31
1992-05-22,0,0,5.49,17.43
1992-05-23,0,0,5.13,17
1992-05-24,0,0,5.06,15.74
1992-05-25,0,0,7.59,14.06
1992-05-26,0,0,6.33,15.04
1992-05-27,0,0,5.04,15.15
1992-05-28,0,0.01,6.67,16.28
1992-05-29,0,0.06,7.83,17.08
1992-05-30,0,0.13,8.32,16.92
1992-05-31,0,0,4.52,14.71
1992-06-01,0,0,4.33,15.39
1992-06-02,0,0,5.07,16.13
1992-06-03,0,0,4.75,16.69
1992-06-04,0,0,5.15,18.09
1992-06-05,0,0,7.74,16.14
1992-06-06,0,0,7.44,16.07
1992-06-07,0,0,6.83,15.37
1992-06-08,0,0,6.71,14.48
1992-06-09,0,0,6.68,13.65
1992-06-10,0,0,5.6,14.07
1992-06-11,0.18,0,3.78,13
1992-06-12,0,0,4.62,11.77
1992-06-13,0,0,5.4,11.48
1992-06-14,0,0,5.36,12
1992-06-15,0,0,4.77,13.12
1992-06-16,0,0,4.92,13
1992-06-17,0,0,4.71,13.64
1992-06-18,0,0,4.2,13.52
1992-06-19,0,0,5.66,14.89
1992-06-20,0,0,3.93,13.9
1992-06-21,0,0,4.6,13.63
1992-06-22,0,0,3.71,11.9
1992-06-23,0,0,3.74,10.94
1992-06-24,0,0,4.19,12.98
1992-06-25,0,0,3.86,12.04
1992-06-26,0,0,5.54,12.44
1992-06-27,0,0,4.9,13.3
1992-06-28,0,0,4.46,14
1992-06-29,0,0,4.96,15.08
1992-06-30,0,0,5.2,15.84
1992-07-01,0,0,4.19,15.07
1992-07-02,0,0,4.12,14.61
1992-07-03,0,0,5.5,14.19
1992-07-04,0,0,5.54,13.8
1992-07-05,0,0,4.72,12.85
1992-07-06,0,0,5.18,12.45
1992-07-07,0,0,3.91,11.81
1992-07-08,0,0,4.61,11.46
1992-07-09,0,0,5.37,13.53
1992-07-10,0,0,3.96,13.23
1992-07-11,0,0,4.54,12.64
1992-07-12,0,0,5.31,13.82
1992-07-13,0,0,5.5,14.61
1992-07-14,0,0,5.17,14.92
1992-07-15,0,0,5.43,14.46
1992-07-16,0,0,6.1,15.28
1992-07-17,0,0,5.78,14.83
1992-07-18,0,0,5.03,14.33
1992-07-19,0,0,4.76,13.98
1992-07-20,0,0,4.71,13.62
1992-07-21,0,0,5.23,13.47
1992-07-22,0,0,3.81,7.71
1992-07-23,0,0,4.34,7.09
1992-07-24,0,0,5.22,8.21
1992-07-25,0,0,5.35,10.66
1992-07-26,0,0,5.28,14.42
1992-07-27,0,0,4.7,15.76
1992-07-28,0,0,4.19,15.7
1992-07-29,0.02,0,4.76,15.02
1992-07-30,0,0,6.07,15.7
1992-07-31,0,0,6.85,15.77
1992-08-01,0,0,6.43,15.65
1992-08-02,0,0,6.09,13.7
1992-08-03,0,0,4.78,11.61
1992-08-04,0,0,5.49,12.41
1992-08-05,0,0,5.11,14.46
1992-08-06,0,0,4.87,14.74
1992-08-07,0,0,5.08,13.71
1992-08-08,0,0,5.41,9.24
1992-08-09,0,0,6.28,9.72
1992-08-10,0,0,5.24,12.45
1992-08-11,0,0,5.08,13.74
1992-08-12,0,0,5.57,14.72
1992-08-13,0,0,5.61,15.96
1992-08-14,0,0,5.58,16.12
1992-08-15,0,0,6.23,15.15
1992-08-16,0,0,4.94,14.93
1992-08-17,0,0,6.68,15.54
1992-08-18,0,0,7.22,16.69
1992-08-19,0,0,7.05,16.4
1992-08-20,0,0,7.47,17.25
